Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategory,Product Page URL,Attachement URL,Image URL
Staples,24454046,JAM Paper Pocket Folders,389MP4BL,"JAM Paper 4-Pocket Heavy Duty Folders, Black, 2/Pack (389MP4bl)","JAM Paper Black 4 Pocket Heavy Duty Multi Pocket Folders are made out of smooth, heavy duty plastic and measure 9 x 12 inches in size each. This pack contains 2 folders. To help you store, carry, and organize your notes and documents, these folders feature two pockets on either side of the inside cover. Two additional pockets are included on either side of a translucent sheet of plastic in the middle of the folder. This makes for a total of 4 pockets within each folder. Use this multi pocket folders to store those notes of difficult classes or those documents that you do not want to lose.Multiple Pocket Folders w/ Inner Pocket Sections | Color: BlackSize: 9 1/2 x 11 5/8 inches | Easily fits 8.5"" x 11"" documentsQuantity: 2 per pack | Enough to organize all your subjects & projectsThese durable folders have many more display pockets than standard folders, are made from sturdy poly plastic, & have a convenient slot for business cardsOur folders will help you protect & secure all your important files, allowing you to stay organized at school, the office, at home, or on the go!# of Pockets4 Pocket Color FamilyBlack FastenersNo Fasteners Folder DurabilityHeavy Duty Folder FinishSmooth Folder MaterialPlastic Folder Pack Size2 Pack Qty2 Paper SizeLetter Pocket Folder TypePresentation Sheet Length (Inches)11 Sheet Width (Inches)8.5 True ColorBlack Width in Inches9.5",Pack,2,Folders & Filing,Pocket Folders,https://www.staples.com/jam-paper-4-pocket-heavy-duty-folders-black-2-pack-389mp4bl/product_24454046,,"https://www.staples-3p.com/s7/is/image/Staples/sp96455721_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455722_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455723_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455724_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455725_sc7"
Staples,650499,Staples Pens,ST31587,"Staples Anchor Counter Top Pen, Medium Point, Black Ink (31587-CC)","Ensure customers don't accidentally walk off with your pen by using this black anchor pen. The base is coated with a strong adhesive that sticks to any clean, flat surface, while the 24-inch chain offers plenty of slack for writing comfortably. This Staples Anchor medium-point black anchor pen has a 1.0mm tip that lets you create smooth, bold lines.Counter Top Pen is essential for your everyday writing needsBlack ink has a rich color for excellent readability1.0mm medium point spreads ink perfectlyBlack barrelKeep your pen from wandering off with customers by using this Staples Anchor medium-point 1.0mm black anchor pen.Ensure customers don't accidentally walk off with your pen by using this black anchor pen. The base is coated with a strong adhesive that sticks to any clean, flat surface, while the 24-inch chain offers plenty of slack for writing comfortably. This Staples Anchor medium-point black anchor pen has a 1.0mm tip that lets you create smooth, bold lines.Counter top pen is always handy for your customersComfort grip for superior controlRefillable ink allows pens to be reused instead of being replaced to save moneyKeep your pen from wandering off with customers by using this Staples Anchor medium-point 1.0mm black anchor pen.ErasableNo GripGrip Ink ColorBlack Next Day DeliveryYes Pen Barrel ColorBlack Pen Pack Size1 Pen Point Size1.0mm Pen TypeCounter Top Point TypeMedium Refill TypeBallpoint RefillableYes RetractableNo Series or CollectionAnchor",,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/Staples-Anchor-Pen-Medium-Point-Pen-1-0-mm-Black-Each-31587-CC/product_650499,,"https://www.staples-3p.com/s7/is/image/Staples/E6C6DFAC-1F68-40F2-99CF190B068A0F1E_sc7,https://www.staples-3p.com/s7/is/image/Staples/85294980-840E-4BD1-9090399F76AECFA4_sc7,https://www.staples-3p.com/s7/is/image/Staples/68A54E77-98D5-4CE7-B4B9CB9C15D4A3ED_sc7"
Staples,206016,Monteverde Pens,S424BU,"Monteverde® Fine Capless Gel Refill For Sheaffer Ballpoint Pens, Blue, 50/Pack","Monteverde® Capless gel refill for sheaffer ballpoint pen includes low viscosity ink for quick drying. Fine blue colored refill has a tube and tip of nickel silver for effortless writing experience and is sold as 25 per pack.BlueFine pointFits sheaffer ballpoint pensLatest technology for the smoothest writing experience50/packLow viscosity ink nickel silver tube and tipCapless gel refill to fit sheaffer ballpoint pensDimensions: 4.2"" x 2.7"" x 0.6""Monteverde® Fine capless gel refill in blue to perfectly fit sheaffer ballpoint pen is designed with advanced technology for surprisingly smooth writing experience and is sold as 50 per pack.ErasableNo Ink ColorBlue Pen Pack SizeBulk Pack Pen Point SizeFine Pen TypeRefill Point TypeFine Refill TypeBallpoint RetractableNo",Pack,50,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Fine-Capless-Gel-Refill-For-Sheaffer-Ballpoint-Pens-Blue-50-Pack/product_206016,,https://www.staples-3p.com/s7/is/image/Staples/m000016065_sc7
Staples,614400,Staples Clips & Fasteners,ST15340/15340,"Staples 0.5""W Binder Clips, Micro, Black, 100/Pack (15340)","Get unwieldy stacks of papers under control with these black metal binder clips. Each clip is spring tight to prevent loose pages from falling out and getting lost, while the 0.13-inch capacity ensures that even thick stacks of documents are manageable. These Staples black metal binder clips come in a tub of 100 units, and the tub can be reused as a storage container for convenience.Binder clips are a great way to keep your loose reports or client documents together in one spotWidth: 0.5""With 0.13"" capacity for document storage, these fasteners keep heftier files togetherBlack in color and made of metalSold in pack of 100Organize stacks of documents with these Staples 0.13-inch-capacity micro black metal binder clips.Clip & Fastener Pack Size100 to 149 Clip & Fastener TypeBinder Clip Clip Capacity (Inches)0.13 Clip SizeMicro CoatingSmooth Color FamilyBlack Item MaterialMetal MagneticNonmagnetic Next Day DeliveryYes Number of Pieces100 True ColorBlack Width in Inches0.5",Pack,100,Office Basics,Clips & Fasteners,https://www.staples.com/Staples-Micro-Metal-Binder-Clips-Black-1-2-Size-with-1-8-Capacity/product_614400,,"https://www.staples-3p.com/s7/is/image/Staples/s1215150_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1215145_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1215182_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1215153_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1215865_sc7"
Staples,2140486,Schmidt Ink Pens,SC58150,"Schmidt 635 Mini D1 Ballpoint Refill, fits Multifunction pens, Medium, Blue, 4 Pack (SC58150)","Schmidt 635 ALSO FITS THESE BRANDS: Aldo Domani®, Delta®, Foray®, Lamy®, Monteverde®, Pelikan®, Rotring®, Schneider®, Yafa®Ballpoint, Blue0.7mm4 PackFits Most Multi Function pensMade in GermanyD1 ballpoint pen refillNickel Silver TipStainless Steel ballErasableNo Ink ColorBlue Pen Pack Size4 Pack Pen Point Size0.7mm Pen TypeRefill Point TypeMedium Refill TypeBallpoint Series or Collection635 Mini D1",Pack,4,Writing Supplies & Instruments,Pens,https://www.staples.com/Schmidt-635-Mini-D1-Ballpoint-Refill-fits-Multifunction-pens-Medium-Blue-4-Pack-SC58150/product_2140486,,"https://www.staples-3p.com/s7/is/image/Staples/m003910019_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910016_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910020_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910018_sc7"
Staples,2140480,Schmidt Ink Pens,SC82152,"Schmidt Intrinsic Fountain Pen, Blue, Fine (SC82152)","The new Schmidt Intrinsic Fountain Pen features a resin body and cap in an array of colors, with chrome trim and a steel nib. The Schmidt technology team has been developing and producing the finest fountain pen nib units for the most famous brands of the world. The Schmidt fountain pen, offers a wide array of different writing nibs of different materials and surface treatments.Fountain PenBlack ink colorFine Tip SizeBlue barrelPen is refillableBarrel MaterialResin ErasableNo Ink ColorBlack Pen Barrel ColorBlue Pen Pack Size1 Pen Point Size0.5mm Pen TypeFountain Point TypeFine RefillableYes RetractableNo Series or CollectionIntrinsic Warranty Information1 Year",,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/Schmidt-Intrinsic-Fountain-Pen-Blue-Fine-SC82152/product_2140480,,"https://www.staples-3p.com/s7/is/image/Staples/m003910030_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910031_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910032_sc7,https://www.staples-3p.com/s7/is/image/Staples/m003910033_sc7"
Staples,24445409,Better Office Rubber Bands,33904,"Better Office Multi-Purpose Rubber Band, #33 Size, 200/Pack (33904)","These Better Office vibrant purple rubber bands come in a 200-count pack featuring a handy quantity to have on hand for organizing, securing, and color-coding. The bands are of size #33, one of the most common sizes for practical applications at home and office. Flexible but stretchy, the band is a convenient way to group items. You can utilize bands of different colors when counting or separating cash for easy distinction. Use this band for crafting, to secure rolled items, such as posters and wrapping paper, or to keep cookbooks open for easy reference. This band lets you punch up small appliance cords to keep them out of sight.Multi-purpose rubber band is perfect for everyday home and office useFeatures #33 size, one of the most popular and commonly used sizes of rubber bands on the marketDimensions: 3.5""L x 0.13""W x 0.03""DComes in vibrant purple200 per packContains 90% of TPR synthetic rubberColor FamilyPurple Length in Inches3.5 Pack Size200 Rubber Band Pack Size101-200 Rubber Band Size33 Rubber Band Size Number33 Rubber Band TypeMulti-Purpose Total Quantity In One Sellable Unit200 True ColorVibrant Purple Width in Inches0.125",Pack,200,Office Basics,Rubber Bands,https://www.staples.com/better-office-multi-purpose-rubber-band-33-size-200-pack-33904/product_24445409,,https://www.staples-3p.com/s7/is/image/Staples/sp91092612_sc7
Staples,205934,Monteverde Pens,M134PL,"Monteverde® Medium Soft Roll Ballpoint Refill For Montblanc Pens, Purple, 50/Pack","Monteverde® Soft roll ballpoint medium refill for montblanc pen has low viscosity purple ink that readily flows providing easy flow writing. Refill having nickel silver tube and tip is sold as 50 per pack.PurpleMedium pointFits montblanc pensLatest technology for the smoothest writing experience50/packLow viscosity ink nickel silver tube and tipBallpoint refillDimensions: 4.2"" x 2.7"" x 1.3""Monteverde® Soft roll ballpoint medium refill in purple lets you enjoy smooth writing and fits into montblanc pens, sold as 50 per pack.ErasableNo Ink ColorPurple Pen Pack SizeBulk Pack Pen Point SizeMedium Pen TypeRefill Point TypeMedium Refill TypeBallpoint RetractableNo",Pack,50,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Medium-Soft-Roll-Ballpoint-Refill-For-Montblanc-Pens-Purple-50-Pack/product_205934,,https://www.staples-3p.com/s7/is/image/Staples/m000015992_sc7
Staples,24454041,JAM Paper File Folders,JIG866427,"JAM Paper Plaid Confetti File Folders, 4-Tabs, Letter Size, Assorted, 4/Pack (JIGCOCF866427)","A must have addition to anyone's back to school supplies, these darling decorative file folders are a great way to keep lesson plans, school work, home work, and more organized and accessible. Pack includes four different file folder designs with different tab positions so you can identify folders at a glance. Includes (4) file folders for teachers that measure 9'' W 11. 5'' H.Includes (4) file folders for teachers.Decorative folder measure 9'' W 11. 5'' H.Our cute file folders are a convenient and colorful way to keep your schoolwork and documents neat and tidy!These file folders for school each have a different color scheme and tab placement to help you stay organized.A wonderful addition to any teacher or student's back to school supplies.Color FamilyAssorted FashionYes Folder DurabilityStandard Folder Expansion (inches)No Expansion Folder MaterialPaper Stock Length in Inches9 Pack Qty4 Paper SizeLetter Series or CollectionPlaid Confetti Tab OrientationAssorted Tab PositionTop Tabs5-Tab True ColorAssorted Width in Inches11.5",Pack,4,Folders & Filing,File Folders,https://www.staples.com/jam-paper-plaid-confetti-file-folders-4-tabs-letter-size-assorted-4-pack-jigcocf866427/product_24454041,,"https://www.staples-3p.com/s7/is/image/Staples/sp96455683_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455684_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455685_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455686_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp96455687_sc7"
Staples,24428446,Mind Reader Desktop Organizers,CLIPMESH3-BLK,"Mind Reader Stackable Wire Mesh Pen Cup, Black, 3/Pack (CLIPMESH3-BLK)","Keep your desk neatly organized and save space with the Mind Reader wire mesh pen cup. Keep your pens, pencils, paper clips, staples, and other small desk accessories secured and in one place. Made of metal mesh for durability and long-lasting capability. The Mind Reader pen cup is sure to last for years without tarnishing, rusting, or falling apart. Excellent decor for your home desk or office area with its industrial look. Wire mesh construction is lightweight, making the cup practical for your office or home desk area. Also stackable for saving space on your desk.Efficiently classify and organize your messy desktop with this pen cupComes in blackDimensions: 1.65""H x 3.35""W x 4.13""DNon-slip rubber feet reduce movement and protect your work surface from scratches and scuffsStackable for customized storageFeatures 50% greater capacity than standard pen cups, which is perfect for paper clips, binder clips, push pins, rubber bands, and small office accessoriesDoes not take up much space on your desk and will allow you to make room for larger items on your desktop office areaColor FamilyBlack Depth in Inches4.13 Desktop Organizer Depth (Inches)2""-5"" Desktop Organizer MaterialWire Mesh Desktop Organizer TypePen Cups FeaturesStackable Height in Inches1.65 Number of Compartments1 to 5 Pack Size3 StackableStackable True ColorBlack Weight (lbs.)0.19 Width in Inches3.35",,Each,Desk Organizers & Accessories,Desktop Organizers,https://www.staples.com/mind-reader-stackable-wire-mesh-pen-cup-black-3-pack-clipmesh3-blk/product_24428446,,"https://www.staples-3p.com/s7/is/image/Staples/sp76043412_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp76043413_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp76043414_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp76043415_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp76043416_sc7"
Staples,2730146,Staples File Folders,ST56680CT,"Staples® File Folder, 3-Tab, Legal Size, Manila, 100/Box, 5 Boxes/Carton (TR56680CT)","Optimize your document filing solutions with these three-tab manila file folders. The dimensions let you store and organize legal-size documents, while the assorted three tab positions support easy indexing and color coding. Get ample protection and durability from the heavyweight paper material. These Staples legal-size three-tab manila file folders have a standard manila finish for a professional look.Comes in manila color and is made of 11-point paper stock with 100# basis weight for durabilityThree tab assorted-position allow for ample space for labeling to keep your files organizedLegal-size folder for holding oversize documents without folding100 folders per box, 5 boxes per cartonLarge pack sizes are perfect for home, office, or classroomProtect your documents while in transit or storage with this 500-Carton of Staples legal-size three-tab manila file folders.Color FamilyManila EcoIDYes, product meets Staples criteria for environmental features to earn the Eco-ID mark. Learn more at EcoIDProgram.com FashionNo Folder DurabilityStandard Folder Expansion (inches)No Expansion Folder MaterialPaper Stock Pack Qty500 Paper SizeLegal Post Consumer Recycled Content30% RecycledYes Tab OrientationAssorted Tab PositionTop Tabs3-Tab Total Recycled Content30% True ColorManila",Carton,500,Folders & Filing,File Folders,https://www.staples.com/staples-manila-3-tab-file-folders-legal-assorted-position-100-box-5-boxes-ct-163360ct/product_2730146,,https://www.staples-3p.com/s7/is/image/Staples/s1166049_sc7
Staples,970151,Staples Pocket Folders,ST26382-CC,"Staples 2 Pocket Folder, Letter Size, Clear (26382)","The Staples 2-pocket poly folder is made of soft, semi-translucent poly so contents can be easily identified.Convenient twin pockets hold loose documents and other materialsStaples brand 100% satisfaction guaranteedMade of durable, waterproof, tear-resistant Poly materialStaples 2-pocket poly folder for all of your document needs# of Pockets2 Pocket Color FamilyClear FastenersNo Fasteners Folder DurabilityStandard Folder MaterialPlastic Folder Pack SizeEach LaminatedNot Laminated Next Day DeliveryYes Pack Qty1 Paper SizeLetter Pocket Folder TypeSchool Sheet Length (Inches)11 Sheet Width (Inches)8.5 Tri-FoldNo True ColorClear",,Each,Folders & Filing,Pocket Folders,https://www.staples.com/Report-Cover-with-2-Pockets-Plastic-Clear/product_970151,,"https://www.staples-3p.com/s7/is/image/Staples/s0868490_sc7,https://www.staples-3p.com/s7/is/image/Staples/s0868491_sc7,https://www.staples-3p.com/s7/is/image/Staples/s0868492_sc7"
Staples,24517272,Fiskars Paper Punches,23537097J,"Fiskars 1-Hole Star Hand Punch, Beige (23537097J)","Great for people who prefer more traditional crafting tools, the Fiskars hand punch offers versatile, comfortable use. It's great for creating confetti, hanging holes for gift tags, and more. The punch includes a cushioned grip for comfortable long-term use and a confetti catcher to keep the clippings off your work surface. Color-coded handle for easy identification.One-hole hand punch is great for both functional and decorative purposesPunches star-shaped holesPunch size: 0.25""Color-coded beige handle makes it easy to find the right punch in your collectionCushioned grip provides comfortable useConfetti catcher holds all clippingsDimensions: 2.5""H x 0.75""W x 5.75""DFor best results, use on 65 lb. cardstock (or lower)Lifetime manufacturer limited warrantyCapacity (Number of pages)1 Depth in Inches5.75 FeaturesCushioned grip, confetti catcher Guide BarNo Height in Inches2.5 Number of Holes1-Hole Paper Punch ShapeStar Paper Punch TypeHandheld Punch Size (Inches)0.25 True ColorBeige Width in Inches0.75",,Each,Office Basics,Paper Punches,https://www.staples.com/fiskars-1-hole-star-hand-punch-beige-23537097j/product_24517272,,"https://www.staples-3p.com/s7/is/image/Staples/sp158333394_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp158333395_sc7"
Staples,78004,Monteverde Pens,M143BU,"Monteverde® Broad Ballpoint Refill For Montblanc Ballpoint Pens, 6/Pack, Blue","Monteverde® Soft roll™ Ballpoint refill in blue for Montblanc® ballpoint pens features low viscosity ink for easy flow and has a large capacity metal body. Refill bears a nickel plated brass tube and a broad point Swiss tip, sold as 6 per pack.BlueBroadFits montblanc ballpoint penSmooth writing6/PackMedium tube packagingMonteverde® Soft roll™ Blue ballpoint refill has a broad point to fit Montblanc® ballpoint pens that offers the latest technology for a smooth writing experience, sold as 6 per pack.Barrel MaterialMetal ErasableNo Ink ColorBlue Pen Pack Size6 Pack Pen Point SizeMedium Pen TypeRefill Point TypeBroad Refill TypeBallpoint RetractableNo Series or CollectionMonteverde",Pack,6,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Broad-Ballpoint-Refill-For-Montblanc-Ballpoint-Pens-6-Pack-Blue/product_78004,,https://www.staples-3p.com/s7/is/image/Staples/m000004578_sc7
Staples,872277,The Stikkiworks Co Clips & Fasteners,STK01420,"The Stikkiworks Co Stikkiclip, White, 10/Pack","The Stikkiworks Co Stikkiclip in white color can be used on wallboard, cinder block, brick, plaster, tile and more. Stikkiclip does not leave any adhesive residue and is ideal for home, kitchen, laundry, hobby room, office, sold as 10 per pack.Package quantity: 30/packUse on wallboard, cinder block, brick, plaster, paneling, pegboard, concrete, metal, glass, plastic, wallpaper, tileSticks firmly to all kinds of surfaces without damage or messy adhesive residueRemovable and reusable, adhesive never dries out, waterproof, safe, and non-toxicUse in home, office, classroom, workshop, kitchen, laundry, hobby room, studio, dorm, locker, and almost everywhere elseSticks to all kinds of surfaces without damage or messy adhesive residueThe Stikkiworks Co Stikkiclip in white color is non-toxic, removable and water-proof, sold as 10 per pack.Clip & Fastener Pack Size10 Clip & Fastener TypeCubicle Clip Clip SizeSmall Color FamilyWhite Depth in Inches3.8 Height in Inches6.2 Item MaterialPlastic Pack Qty10 Series or CollectionStikki Clips True ColorWhite Weight (lbs.)1 Width in Inches4",Bundle,3,Office Basics,Clips & Fasteners,https://www.staples.com/The-Stikkiworks-Co-Stikkiclip-White-10-Pack/product_872277,,https://www.staples-3p.com/s7/is/image/Staples/m007130722_sc7
Staples,263506,JAM Paper Pocket Folders,381RCLB,"JAM Paper 2-Pocket Presentation Folders, Clear, 108/Box (381RCL)","Protect presentations and documents with these JAM Paper clear presentation folders. Durable plastic construction protects folder content from dirt, spills, rips, and other damage, while the clear color allows you to easily see contents. These JAM Paper clear two-pocket presentation folders come in a box of 108, providing enough for offices, conferences, or classrooms.Presentation folders are made of clear plastic for easy viewing and durabilityFeatures two pockets to store papers, brochures, and moreHolds standard letter-size papersBusiness card holder adds an extra professional touch to each folder108 folders per boxLight WeightOrganize reports and other paperwork with these JAM Paper clear two-pocket folders.# of Pockets2 Pocket Color FamilyClear FastenersNo Fasteners Folder MaterialPlastic Folder Pack Size100 to 140 Pack Qty108 Paper SizeLetter Pocket Folder TypePresentation Sheet Length (Inches)11 Sheet Width (Inches)8.5 True ColorClear Width in Inches9",Box,108,Folders & Filing,Pocket Folders,https://www.staples.com/JAM-Paper-Plastic-See-Through-Two-Pocket-Folder-Clear-108-pack-381RCLB/product_263506,,"https://www.staples-3p.com/s7/is/image/Staples/sp74203716_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp74204041_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp74203651_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp74203816_sc7"
Staples,1722424,Stabilo Pens,36914-PK3,"Stabilo Point 88 Pen Set, Wallet Set, 10/Set, 3/Pack (3914-PK3)","Stabilo's Point 88 fineliner pen has metal-encased 0.4mm tips that extend the vibrant, water-based ink's life and make the pen suitable for use with rulers and stencils. Point 88 pens are designed not to dry out if used without the cap on for long period ds. Suitable for school children to professionals. The large number of sets and colors available ensures that there is an option perfectly suited for artists of all types.Suitable for school children to professionalsThe large number of sets and colors available ensures that there is an option perfectly suited for artists of all typesSuitable for use with rulers and stencilsUnit: Set of 10Designed not to dry out if used without the cap on for long periodsSet: Wallet setBarrel MaterialPlastic ErasableNo Ink ColorAssorted Pen Barrel ColorYellow Pen Pack Size3 Pack Pen Point Size0.4 mm Pen TypeFelt Point TypeFine RetractableNo",Pack,3,Writing Supplies & Instruments,Pens,https://www.staples.com/Stabilo-Point-88-Pen-Set-Wallet-Set-10-Set-3-Pack-3914-PK3/product_1722424,,https://www.staples-3p.com/s7/is/image/Staples/m002540783_sc7
Staples,263636,JAM Paper Pocket Folders,382EBUB,"JAM Paper Plastic POP 2-Pocket Portfolio Folder, Deep Blue, 96/Box (382EBUB)","JAM Paper Blue Plastic Pop Two Pocket Presentation Folders with Clasps come in packs of 96. Each one features two inner pockets and two flaps alone the inner sine with metal claps and rings for securing hole punched pages in place. Within the surface of the right side inner pocket, there is a convenient business card slot. The smooth and durable plastic material of these folders will protect all of your standard sized documents from dirt and damage. Each one holds up to 20 sheets of paper. The deep and vivid blue color of these folders is both eye-catching and professional. Use them at school, work, or in your home!Deep blueSize: 9 1/2"" x 11 1/2""Material: Plastic2 pocketPaper weight: MediumFinish: SmoothSpecial plastic gives these folders extra strength and a longer life spanPop Folders measure 9 x 1/2 x 11 1/2 and can comfortably hold up to 75 sheets of letter size paperUsage: School, the office, or for outdoor job sites96 per packJAM Paper® Two Pocket Pop Folder comes in pack of 96 is in dark blue color measures 9 1/2"" x 11 1/2"" and can be used for outdoor job sites, school or office.# of Pockets2 Pocket Capacity (Number of pages)75 Color FamilyBlue FastenersNo Fasteners Folder FinishSmooth Folder MaterialPlastic Folder Pack Size75 to 99 Pack Qty96 Paper SizeLetter Pocket Folder TypePortfolio Series or CollectionEco Sheet Length (Inches)11 Sheet Width (Inches)8.5 True ColorDeep Blue Width in Inches9",Box,96,Folders & Filing,Pocket Folders,https://www.staples.com/JAM-Paper-Plastic-Eco-Two-Pocket-Folders-Deep-Blue-96-pack-382EBUB/product_263636,,"https://www.staples-3p.com/s7/is/image/Staples/m004857877_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004858042_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004858190_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004858297_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004858372_sc7"
Staples,885980,Pilot Pens,77228,"Pilot Dr. Grip Retractable Ballpoint Pen Refill, Medium Tip, Blue Ink, 2/Pack (77228)","Reduce costs and waste by keeping ink refills on hand instead of buying new pens. These Pilot blue ink refills are medium point for smooth writing and come in a pack of two.Ballpoint ink refill comes in bluePoint size: 1mm, medium pointTwo refills per packFits Dr. Grip, B2P Ball Point, EasyTouch, EasyTouch Retractable, The Better Retractable, and RexGrip BeGreenRefill provides smooth, water-resistant, quick-drying performanceWrite more with this convenient Pilot refill ink for Dr. Grip retractable ballpoint pens.ErasableNo Ink ColorBlue Next Day DeliveryYes Pen Pack Size2 Pack Pen Point Size1.0mm Pen TypeRefill Point TypeMedium Refill TypeBallpoint RefillableYes Series or CollectionDr. Grip",Pack,2,Writing Supplies & Instruments,Pens,https://www.staples.com/Pilot-Dr-Grip-Ball-Point-Retractable-Refill-Medium-Point-Blue-2-Pack-77228/product_885980,,"https://www.staples-3p.com/s7/is/image/Staples/sp134584235_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp134584236_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp134584176_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp134584165_sc7"
Staples,24527961,Staedtler Pens,4320 MTB10,"Staedtler Ballpoint Pens, Medium Point, Assorted Inks, 10/Pack (4320 MTB10)",The ballpoint pens in this Staedtler set come in 10 assorted colors and feature medium line width for smooth writing and vivid colors. Made in ergonomic triangular shape for relaxed and easy writing.Triangular ballpoint pens for relaxed and easy writingSet includes an assortment of 10 ink colors1.0mm medium point ensures smooth writing and vivid colorsColor-coded plastic barrelsQuick-dry and non-smudge ink10 pens per packBarrel MaterialPlastic ErasableNo Ink ColorAssorted Pen Barrel ColorAssorted Pen Pack Size10 Pack Pen Point Size1.0mm Pen TypeBallpoint Point TypeMedium Refill TypeNot Applicable RefillableYes RetractableNo,,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/staedtler-ballpoint-pens-medium-point-assorted-inks-10-pack-4320-mtb10/product_24527961,,"https://www.staples-3p.com/s7/is/image/Staples/sp170350611_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170350612_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170350613_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170350673_sc7"
Staples,614421,Staples Classification Folders,ST614421/614421,"Staples Pressboard Classification Folder, 1-Divider, 1.75"" Expansion, Letter Size, Brick Red, 20/Box (ST614421/614421)","Maintain an orderly filing system with these pressboard classification folders. Heavyweight construction stands up to frequent use, and the single partition provides multiple filing surfaces for easy organization. A 2/5-cut tab layout lets you create subcategory labels for quick document reference. These Staples brick red letter-size pressboard classification folders accommodate standard documents, keeping critical paperwork protected from potential damage and loss.Comes in brick red and made of 25-point pressboardFour fasteners allow you to subdivide papers within the folderExpands up to 1.75"" providing plenty of space to hold all of your important letter-size documentsTop (long-side) tab position20 folders per boxOrganize patient, client or other paperwork with these Staples brick red letter-size pressboard classification folders.Color FamilyRed EPA CPG criteriaYes EcoIDYes, product meets Staples criteria for environmental features to earn the Eco-ID mark. Learn more at EcoIDProgram.com Folder DurabilityStandard Folder Expansion (inches)1 3/4"" Folder MaterialPressboard Folder Pack Size20 to 29 Height in Inches14.75 Next Day DeliveryYes Number of Dividers1 Number of Fasteners4 Pack Qty20 Paper SizeLetter Paper Stock Thickness in Points25 Post Consumer Recycled Content30% RecycledYes ReinforcedNon-Reinforced Tab OrientationAssorted Tab PositionTop Tabs2-Tab Total Recycled Content60% True ColorBrick Red Width in Inches10",Box,20,Folders & Filing,Classification Folders,https://www.staples.com/Staples-Colored-Pressboard-Classification-Folders-2-5-Cut-Top-Tab-1-Partition-20-Box-PU41REDSB/product_614421,,"https://www.staples-3p.com/s7/is/image/Staples/FAA63796-9046-4E62-B92A92D430518CCE_sc7,https://www.staples-3p.com/s7/is/image/Staples/D47B1F12-0EDC-4E7F-A520D54351B2CDD4_sc7,https://www.staples-3p.com/s7/is/image/Staples/702723EA-3C5E-483C-814E7056F72D452D_sc7,https://www.staples-3p.com/s7/is/image/Staples/639473B7-86AB-4B8D-B92CFBCF2643C813_sc7"
